"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1386","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g35496.t1",0.77510561139298,0.023855814934857,0.142832641967387,174,-21.69,"2 20","927 951",19,"84.21%","89.47%"
"1387","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g44514.t1",-0.861451076461142,0.00597714172237565,0.0820980567650659,157,-20.19,"2 23","676 700",22,"63.64%","77.27%"
"1388","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g19208.t1",-0.763379726768211,0.0275208572810472,0.151955232898865,157,-22.9,"2 21","210 229",19,"73.68%","78.95%"
"1389","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g7110.t1",-0.861203071587719,0.00600812235745729,0.0822711329127901,143,-21.74,"2 21","1 24",21,"57.14%","71.43%"
"1390","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g26512.t1",-0.706951597822493,0.0498980369131712,0.19993123237046,157,-21.08,"2 24","504 531",25,"64.00%","76.00%"
"1391","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g26512.t1",-0.706951597822493,0.0498980369131712,0.19993123237046,161,-21.14,"2 24","454 481",25,"68.00%","76.00%"
"1392","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___TS.g10881.t1a",0.789228161145855,0.0198642891799632,0.131970306387768,163,-20.54,"2 21","574 598",20,"70.00%","85.00%"
"1393","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___TS.g10881.t1b",-0.826691463279863,0.0113807686495199,0.104658725422653,143,-23.46,"2 18","694 716",20,"70.00%","70.00%"
"1394","Montipora_capitata_HIv3___Scaffold_11_779141","Montipora_capitata_HIv3___TS.g12945.t1a",-0.850460535558142,0.00745045005466064,0.088890092786517,169,-20.88,"2 19","621 646",18,"77.78%","94.44%"
"1395","Montipora_capitata_HIv3___Scaffold_11_787538","Montipora_capitata_HIv3___TS.g12945.t1a",-0.850460535558142,0.00745045005466064,0.088890092786517,169,-20.88,"2 19","621 646",18,"77.78%","94.44%"
"1396","Montipora_capitata_HIv3___Scaffold_11_807462","Montipora_capitata_HIv3___TS.g12945.t1a",-0.850460535558142,0.00745045005466064,0.088890092786517,169,-20.88,"2 19","621 646",18,"77.78%","94.44%"
"1397","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g2882.t1",0.872771828137987,0.00466982354846835,0.0750410002083391,155,-20.46,"2 21","209 233",20,"65.00%","80.00%"
"1398","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g31101.t1",0.904174057662324,0.00204476030899994,0.0575871907286616,163,-20.03,"2 17","964 988",16,"87.50%","87.50%"
"1399","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g12061.t1",0.840593077268648,0.00895446722355724,0.0952537130902925,158,-21.05,"2 23","605 627",22,"63.64%","86.36%"
"1400","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g755.t1",0.949012513300057,0.000318840375313194,0.0360031170794883,150,-23.66,"2 11","764 787",9,"100.00%","100.00%"
"1401","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g45997.t1",0.86306001011921,0.00577863751091736,0.0810135528009439,148,-20.69,"2 24","239 259",22,"68.18%","77.27%"
"1402","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g29499.t1",-0.8146772597271,0.0137823756557617,0.1130640525663,159,-21.91,"2 21","702 724",20,"70.00%","80.00%"
"1403","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g22964.t1",0.80104948869343,0.0168661624569905,0.122955301116236,186,-38.63,"2 19","546 565",17,"94.12%","100.00%"
"1404","Montipora_capitata_HIv3___Scaffold_1_35067","Montipora_capitata_HIv3___RNAseq.g40082.t1",-0.7631893057899,0.0275830606914052,0.152112360981775,164,-20.49,"2 23","615 644",26,"73.08%","73.08%"
"1405","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g17248.t1b",0.931811960415885,0.000752636702617214,0.0437618158372171,168,-21.41,"2 22","567 591",21,"76.19%","80.95%"
"1406","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g9920.t1",0.740113810378743,0.0357735933205277,0.171186721964689,162,-20.84,"2 21","659 679",19,"73.68%","84.21%"
"1407","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g9920.t1",0.742505123070205,0.0348637806970252,0.169146456483876,162,-24.85,"2 21","659 679",19,"73.68%","84.21%"
"1408","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g15372.t1",0.711601312259447,0.0477451767953848,0.195786010766889,152,-27.89,"2 20","242 269",24,"70.83%","70.83%"
"1409","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g15372.t1",-0.868339413502122,0.00515710534714675,0.0776636731823196,147,-20.18,"2 18","939 962",20,"70.00%","75.00%"
"1410","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g26492.t2c",-0.831663179056747,0.0104705835750825,0.101173545204461,157,-20.96,"2 19","346 369",19,"63.16%","89.47%"
"1411","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g2505.t1a",0.74292831572785,0.0347042603214405,0.168802294312323,160,-28.34,"2 23","543 565",21,"66.67%","80.95%"
"1412","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g3829.t1",-0.898772307453798,0.00240031925359178,0.0604521348841811,158,-20.32,"2 20","347 372",20,"70.00%","80.00%"
"1413","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___TS.g44609.t1",-0.920658818605845,0.00117551423010767,0.0490585642260917,156,-21.92,"2 13","191 210",11,"90.91%","100.00%"
"1414","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g26079.t1",0.884142336637505,0.00355788943313994,0.0685388302605583,173,-24.69,"2 23","376 401",23,"73.91%","82.61%"
"1415","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g49560.t1",0.820561518127097,0.0125698828629828,0.108875299485112,148,-20.51,"2 20","72 94",19,"68.42%","78.95%"
"1416","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g16249.t1",0.845877855556979,0.00812707250444564,0.0918200627058707,150,-22.63,"2 19","804 821",17,"76.47%","76.47%"
"1417","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g16249.t1",0.845877855556979,0.00812707250444564,0.0918200627058707,150,-22.63,"2 19","804 821",17,"76.47%","76.47%"
"1418","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g16249.t1",0.845877855556979,0.00812707250444564,0.0918200627058707,150,-22.63,"2 19","804 821",17,"76.47%","76.47%"
"1419","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g33562.t1",-0.730177077119609,0.0397086645168858,0.179679752866423,151,-23.69,"2 20","15 35",18,"66.67%","72.22%"
"1420","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g33562.t1",-0.730177077119609,0.0397086645168858,0.179679752866423,151,-23.69,"2 20","15 35",18,"66.67%","72.22%"
"1421","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g33562.t1",-0.730177077119609,0.0397086645168858,0.179679752866423,151,-23.69,"2 20","15 35",18,"66.67%","72.22%"
"1422","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g40032.t1",-0.793044691624886,0.0188627697936293,0.129031791873118,143,-20.49,"2 20","559 582",18,"61.11%","66.67%"
"1423","Montipora_capitata_HIv3___Scaffold_14_1001044","Montipora_capitata_HIv3___TS.g40780.t1",0.712293316520787,0.0474296510782697,0.195149263421801,160,-20.96,"2 17","591 608",15,"80.00%","86.67%"
"1424","Montipora_capitata_HIv3___Scaffold_14_1001054","Montipora_capitata_HIv3___TS.g40780.t1",0.712293316520787,0.0474296510782697,0.195149263421801,160,-20.96,"2 17","591 608",15,"80.00%","86.67%"
"1425","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___TS.g40780.t1",-0.809524196742781,0.0149025814346409,0.11676153018243,158,-21.08,"2 23","54 75",21,"71.43%","80.95%"
"1426","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g19920.t1a",0.895842573976813,0.0026088672035694,0.0620341929689417,160,-20.27,"2 19","20 42",17,"70.59%","94.12%"
"1427","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g39838.t1",0.721892763578644,0.0431821084329257,0.186736084477778,159,-23.12,"2 23","753 776",22,"68.18%","81.82%"
"1428","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g39838.t1",-0.71222072546485,0.0474626904491578,0.195223495645784,164,-22.97,"2 22","664 688",21,"76.19%","76.19%"
"1429","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g41324.t1b",0.822004618076977,0.0122832107546877,0.107873971077533,153,-22.6,"2 22","294 319",24,"70.83%","75.00%"
"1430","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g6396.t1",0.788456775423561,0.0200706515357061,0.132557875457841,152,-20.08,"2 17","840 863",15,"73.33%","80.00%"
"1431","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g5022.t1",0.733761578226002,0.0382602862599492,0.176631811472396,154,-21.57,"2 19","740 757",17,"76.47%","88.24%"
"1432","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g7184.t1",0.720995277166776,0.0435690452694586,0.187521604342304,172,-23.3,"2 22","629 652",21,"80.95%","80.95%"
"1433","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g21408.t1",0.879616836930556,0.00397720538496975,0.0711582634211622,163,-28.69,"2 20","444 464",18,"72.22%","83.33%"
"1434","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g21408.t1",0.879616836930556,0.00397720538496975,0.0711582634211622,163,-28.69,"2 20","444 464",18,"72.22%","83.33%"
"1435","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g21408.t1",0.879616836930556,0.00397720538496975,0.0711582634211622,163,-28.69,"2 20","444 464",18,"72.22%","83.33%"
"1436","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g14531.t1",-0.867642844420801,0.00523652391407172,0.0781137915940911,140,-20.8,"2 9","796 814",7,"100.00%","100.00%"
"1437","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47582.t1",-0.82981308697851,0.0108036785542977,0.102432307167601,160,-21.12,"2 19","389 411",17,"82.35%","82.35%"
"1438","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g29199.t2",0.894252446419799,0.00272680837188787,0.0628319979260671,154,-21.23,"2 20","144 167",19,"68.42%","78.95%"
"1439","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g42337.t1",-0.817903712859592,0.0131088295875639,0.110716758763244,158,-25.64,"2 15","672 695",13,"76.92%","100.00%"
"1440","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g28665.t1a",0.835388651598031,0.00981976235132482,0.0986631642479259,164,-20.51,"2 23","393 422",27,"66.67%","77.78%"
"1441","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g38341.t1",-0.903096140315512,0.00211277387137328,0.0581606799152427,168,-21.05,"2 21","923 946",19,"73.68%","84.21%"
"1442","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___TS.g49575.t3",0.972762490153078,4.94911844724392e-05,0.0270214064187211,163,-21.69,"2 23","279 305",24,"75.00%","79.17%"
"1443","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g40853.t1",-0.91530487146801,0.00142400623879075,0.0518628594106275,149,-21.03,"2 23","647 667",21,"71.43%","71.43%"
"1444","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g34707.t1",0.828448726205807,0.0110535683765717,0.1034420813171,147,-21.89,"2 19","349 370",17,"58.82%","88.24%"
"1445","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g34707.t1",0.828448726205807,0.0110535683765717,0.1034420813171,159,-22.48,"2 22","584 613",26,"69.23%","73.08%"
"1446","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g3294.t1",-0.764347837578358,0.0272059505623598,0.151163881610784,141,-20.68,"2 15","646 669",16,"68.75%","75.00%"
"1447","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g3294.t1",-0.764347837578358,0.0272059505623598,0.151163881610784,141,-20.68,"2 15","646 669",16,"68.75%","75.00%"
"1448","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g3294.t1",-0.764347837578358,0.0272059505623598,0.151163881610784,141,-20.68,"2 15","646 669",16,"68.75%","75.00%"
"1449","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g26901.t1",0.882747208172019,0.00368395273765049,0.0693432987951238,151,-20.47,"2 21","732 757",21,"66.67%","71.43%"
"1450","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g19882.t1",-0.751968148726068,0.0314029095316671,0.161231774290495,147,-21.19,"2 14","415 438",12,"83.33%","91.67%"
"1451","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g19882.t1",-0.805250985423658,0.0158736215735983,0.119866780421484,143,-20.22,"2 21","964 987",20,"60.00%","70.00%"
"1452","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g46745.t1",0.801892319855038,0.0166640258077875,0.122336386939122,158,-23.74,"2 23","303 324",21,"76.19%","76.19%"
"1453","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___TS.g41620.t1",0.90252484339558,0.00214940868582755,0.0584664044899206,170,-20.92,"2 19","129 150",17,"82.35%","88.24%"
"1454","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g16220.t1",0.85311902873166,0.00707497207647177,0.0872024973195679,174,-26.57,"2 24","657 682",23,"69.57%","86.96%"
"1455","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g20663.t1",-0.965559893113597,9.95055962506305e-05,0.0296402874597051,155,-26.34,"2 16","557 575",14,"64.29%","100.00%"
"1456","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g11788.t1",0.904039966008868,0.0020531425372685,0.0576470032754495,141,-22.26,"2 10","755 778",8,"87.50%","100.00%"
"1457","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g21795.t1",0.760478828411041,0.0284778866720694,0.154314426507442,159,-21.86,"2 22","103 124",20,"70.00%","80.00%"
"1458","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g551.t1",0.730611699679868,0.0395313020884551,0.17933156682167,156,-21.09,"2 24","506 531",24,"62.50%","79.17%"
"1459","Montipora_capitata_HIv3___Scaffold_11_779141","Montipora_capitata_HIv3___RNAseq.g4499.t1",-0.764083486032414,0.0272917168086865,0.151402969738716,166,-22.17,"2 23","472 493",21,"76.19%","80.95%"
"1460","Montipora_capitata_HIv3___Scaffold_11_787538","Montipora_capitata_HIv3___RNAseq.g4499.t1",-0.764083486032414,0.0272917168086865,0.151402969738716,166,-22.17,"2 23","472 493",21,"76.19%","80.95%"
"1461","Montipora_capitata_HIv3___Scaffold_11_807462","Montipora_capitata_HIv3___RNAseq.g4499.t1",-0.764083486032414,0.0272917168086865,0.151402969738716,166,-22.17,"2 23","472 493",21,"76.19%","80.95%"
"1462","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g4499.t1",0.808138494403257,0.015213253252426,0.117747038302047,151,-21.36,"2 22","429 450",20,"70.00%","70.00%"
"1463","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g4499.t1",0.808138494403257,0.015213253252426,0.117747038302047,152,-21.29,"2 22","674 698",22,"68.18%","68.18%"
"1464","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g14677.t1",-0.804801276157051,0.0159780582464594,0.120177188354554,156,-21.01,"2 22","520 545",22,"63.64%","77.27%"
"1465","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g28065.t1",0.774027373314466,0.0241793622858669,0.143664045765133,180,-35.85,"2 17","513 530",15,"100.00%","100.00%"
"1466","Montipora_capitata_HIv3___Scaffold_1_35067","Montipora_capitata_HIv3___RNAseq.g17902.t1",-0.715472402811371,0.0459962912796093,0.192325576922996,143,-20.55,"2 23","820 846",24,"62.50%","66.67%"
"1467","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g32362.t1",0.983056253085441,1.20069587946145e-05,0.0227686399270922,160,-24.01,"2 19","854 872",17,"82.35%","82.35%"
"1468","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g5893.t1",-0.764250691482709,0.0272374492897152,0.15125150831811,155,-22.49,"2 17","368 387",16,"68.75%","93.75%"
"1469","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g5893.t1",-0.73422524582159,0.0380753220363107,0.176212185686203,155,-22.49,"2 17","368 387",16,"68.75%","93.75%"
"1470","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g9588.t1",-0.756314943813919,0.029886993332967,0.157685212078223,156,-20.06,"2 17","755 777",15,"73.33%","86.67%"
"1471","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g28151.t1",0.74049382605824,0.0356280527423344,0.170885482191484,155,-20.77,"2 16","459 481",14,"78.57%","85.71%"
"1472","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g26883.t1",-0.714114779442743,0.0466051592634801,0.193523938908224,143,-21.77,"2 12","564 582",10,"80.00%","90.00%"
"1473","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g34464.t1",0.765114475261538,0.0269581641070111,0.150576760668893,158,-20.28,"2 22","892 914",21,"66.67%","85.71%"
"1474","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g21915.t1",-0.860322049119297,0.00611901002680662,0.0828481417713682,149,-20.91,"2 18","563 586",16,"68.75%","75.00%"
"1475","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___TS.g35651.t1",0.907545023308558,0.00184127767312127,0.0558003354848566,152,-20.85,"2 24","188 218",28,"64.29%","71.43%"
"1476","Montipora_capitata_HIv3___Scaffold_5_371097","Montipora_capitata_HIv3___RNAseq.g37331.t1",-0.884334168502485,0.00354077652272926,0.0684510547458336,158,-20.4,"2 23","163 186",21,"61.90%","76.19%"
"1477","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g37331.t1",-0.821027400024124,0.0124768787893239,0.108544973906552,166,-26.03,"2 22","121 146",23,"78.26%","78.26%"
"1478","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g45575.t1",0.898083310606359,0.00244835423595074,0.0608402422019642,159,-20.62,"2 16","120 142",14,"85.71%","85.71%"
"1479","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g44458.t1",0.76100664756943,0.0283022526793697,0.153868511631749,156,-26.27,"2 24","925 947",22,"59.09%","81.82%"
"1480","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g3230.t1",0.800856762933331,0.0169125986492982,0.123067401092458,149,-21.06,"2 20","137 164",22,"63.64%","77.27%"
"1481","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g43797.t1",-0.888821411701434,0.00315550247982407,0.0658127267685748,150,-20.13,"2 17","694 710",15,"80.00%","80.00%"
"1482","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___TS.g24362.t2",0.708387436915861,0.049227128549379,0.198644192562672,153,-22.52,"2 20","310 332",18,"72.22%","77.78%"
"1483","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g22647.t1",-0.713754125150806,0.0467677186039282,0.193827620725035,171,-24.48,"2 20","141 164",18,"83.33%","83.33%"
